vendorID,tpepPickupDateTime,tpepDropoffDateTime,passengerCount,tripDistance,puLocationId,doLocationId,startLon,startLat,endLon,endLat,rateCodeId,storeAndFwdFlag,paymentType,fareAmount,extra,mtaTax,improvementSurcharge,tipAmount,tollsAmount,totalAmount,puYear,puMonth
VTS,2012-03-09T10:54:00.000+0000,2012-03-09T11:08:00.000+0000,1,3.51,null,null,-74.015117,40.711632,-73.994698,40.750372,1,null,CRD,11.7,0,0.5,null,2.5,0,14.7,2012,3
VTS,2012-03-14T07:40:00.000+0000,2012-03-14T07:55:00.000+0000,1,2.67,null,null,-73.978847,40.777267,-73.994085,40.745843,1,null,CRD,10.5,0,0.5,null,1,0,12,2012,3
VTS,2012-03-10T18:02:00.000+0000,2012-03-10T18:08:00.000+0000,1,1.25,null,null,-74.002352,40.729125,-74.004763,40.72284,1,null,CSH,6.1,0,0.5,null,0,0,6.6,2012,3
VTS,2012-03-14T15:52:00.000+0000,2012-03-14T15:57:00.000+0000,1,0.7,null,null,-73.991537,40.735268,-73.994118,40.72676,1,null,CRD,4.5,0,0.5,null,0.9,0,5.9,2012,3
VTS,2012-03-05T17:09:00.000+0000,2012-03-05T17:32:00.000+0000,1,3.25,null,null,-73.966627,40.768167,-73.998685,40.732272,1,null,CSH,13.7,1,0.5,null,0,0,15.2,2012,3
VTS,2012-03-12T18:58:00.000+0000,2012-03-12T19:00:00.000+0000,1,0.32,null,null,-73.963185,40.769137,-73.965997,40.767882,1,null,CSH,3.3,1,0.5,null,0,0,4.8,2012,3
CMT,2012-03-04T04:37:52.000+0000,2012-03-04T04:44:07.000+0000,1,2,null,null,-73.986621,40.718203,-73.981518,40.741006,1,N,CSH,7.3,0.5,0.5,null,0,0,8.3,2012,3
VTS,2012-03-21T08:05:00.000+0000,2012-03-21T08:13:00.000+0000,2,1.64,null,null,-73.961272,40.76048,-73.955737,40.778947,1,null,CRD,6.9,0,0.5,null,0.8,0,8.2,2012,3
CMT,2012-03-03T11:02:51.000+0000,2012-03-03T11:05:49.000+0000,1,0.7,null,null,-73.981483,40.778748,-73.974484,40.787558,1,N,CSH,4.1,0,0.5,null,0,0,4.6,2012,3
VTS,2012-03-08T09:07:00.000+0000,2012-03-08T09:18:00.000+0000,1,1.72,null,null,-73.963098,40.766473,-73.981958,40.753302,1,null,CSH,7.7,0,0.5,null,0,0,8.2,2012,3
VTS,2012-03-18T06:28:00.000+0000,2012-03-18T06:40:00.000+0000,2,5.37,null,null,-73.979407,40.746925,-73.971113,40.804953,1,null,CRD,14.1,0,0.5,null,4.23,0,18.83,2012,3
VTS,2012-03-14T12:01:00.000+0000,2012-03-14T12:11:00.000+0000,5,1.31,null,null,-73.989355,40.720912,-73.987257,40.735825,1,null,CSH,6.9,0,0.5,null,0,0,7.4,2012,3
VTS,2012-03-07T11:16:00.000+0000,2012-03-07T11:24:00.000+0000,5,1.1,null,null,-73.966665,40.804392,-73.981545,40.780252,1,null,CSH,6.1,0,0.5,null,0,0,6.6,2012,3
VTS,2012-03-22T19:34:00.000+0000,2012-03-22T19:47:00.000+0000,6,1.11,null,null,-73.996797,40.733217,-73.98907,40.757692,1,null,CSH,8.1,1,0.5,null,0,0,9.6,2012,3
CMT,2012-03-04T10:50:51.000+0000,2012-03-04T11:01:57.000+0000,1,3.2,null,null,-73.952372,40.780477,-73.987698,40.754799,1,N,CRD,9.7,0,0.5,null,2.04,0,12.24,2012,3
VTS,2012-03-20T13:15:00.000+0000,2012-03-20T13:27:00.000+0000,1,2.83,null,null,-73.987735,40.775372,-73.953763,40.787692,1,null,CSH,9.7,0,0.5,null,0,0,10.2,2012,3
VTS,2012-03-18T17:37:00.000+0000,2012-03-18T17:54:00.000+0000,1,2.48,null,null,-74.003007,40.733595,-73.97465,40.735967,1,null,CRD,10.5,0,0.5,null,2.1,0,13.1,2012,3
VTS,2012-03-19T18:21:00.000+0000,2012-03-19T18:26:00.000+0000,1,0.85,null,null,-73.94734,40.77567,-73.95784,40.772723,1,null,CRD,4.5,1,0.5,null,1.38,0,7.38,2012,3
VTS,2012-03-06T08:51:00.000+0000,2012-03-06T08:56:00.000+0000,2,0.68,null,null,-73.981733,40.7713,-73.979927,40.76514,1,null,CRD,4.5,0,0.5,null,2,0,7,2012,3
VTS,2012-03-19T23:14:00.000+0000,2012-03-19T23:30:00.000+0000,1,8,null,null,-73.998277,40.745217,-73.941403,40.834997,1,null,CSH,20.1,0.5,0.5,null,0,0,21.1,2012,3
VTS,2012-03-07T20:52:00.000+0000,2012-03-07T20:57:00.000+0000,1,0.74,null,null,-73.994465,40.745602,-73.99134,40.751222,1,null,CRD,4.1,0.5,0.5,null,0.92,0,6.02,2012,3
VTS,2012-03-16T05:41:00.000+0000,2012-03-16T05:52:00.000+0000,1,3.4,null,null,-73.989382,40.75749,-74.005155,40.720142,1,null,CRD,10.5,0.5,0.5,null,2.75,0,14.25,2012,3
VTS,2012-03-10T13:46:00.000+0000,2012-03-10T14:14:00.000+0000,1,15.99,null,null,-73.9821,40.74087,-73.79125,40.64447,2,null,CRD,45,0,0.5,null,9,4.8,59.3,2012,3
VTS,2012-03-13T17:13:00.000+0000,2012-03-13T17:28:00.000+0000,1,0.53,null,null,-73.980698,40.766225,-73.961422,40.81203,1,null,CRD,14.9,1,0.5,null,3.18,0,19.58,2012,3
VTS,2012-03-11T11:30:00.000+0000,2012-03-11T11:36:00.000+0000,1,1.74,null,null,-73.976295,40.77593,-73.964245,40.771205,1,null,CRD,6.5,0,0.5,null,0.6,0,7.6,2012,3
VTS,2012-03-14T08:20:00.000+0000,2012-03-14T08:28:00.000+0000,1,4.37,null,null,-73.975322,40.741085,-74.01123,40.702867,1,null,CSH,11.7,0,0.5,null,0,0,12.2,2012,3
CMT,2012-03-04T21:21:53.000+0000,2012-03-04T21:27:05.000+0000,2,1,null,null,-73.989287,40.736363,-73.977807,40.729947,1,N,CRD,4.9,0.5,0.5,null,1.18,0,7.08,2012,3
VTS,2012-03-17T00:52:00.000+0000,2012-03-17T00:56:00.000+0000,1,0.88,null,null,-73.98455,40.768652,-73.982145,40.77542,1,null,CRD,4.9,0.5,0.5,null,1.1,0,7,2012,3
VTS,2012-03-12T06:39:00.000+0000,2012-03-12T06:45:00.000+0000,1,1.4,null,null,-74.003438,40.72331,-74.013698,40.71497,1,null,CSH,6.1,0,0.5,null,0,0,6.6,2012,3
VTS,2012-03-16T23:11:00.000+0000,2012-03-16T23:20:00.000+0000,2,1.83,null,null,-73.983903,40.731973,-73.990477,40.749742,1,null,CSH,7.3,0.5,0.5,null,0,0,8.3,2012,3
VTS,2012-03-09T13:28:00.000+0000,2012-03-09T13:45:00.000+0000,4,2.17,null,null,-73.995815,40.754212,-73.97421,40.762527,1,null,CSH,10.1,0,0.5,null,0,0,10.6,2012,3
VTS,2012-03-20T17:03:00.000+0000,2012-03-20T17:09:00.000+0000,1,1,null,null,-73.996738,40.737603,-73.984847,40.74401,1,null,CSH,5.3,1,0.5,null,0,0,6.8,2012,3
VTS,2012-03-07T07:07:00.000+0000,2012-03-07T07:09:00.000+0000,5,0.68,null,null,-73.979252,40.7819,-73.970623,40.784132,1,null,CRD,3.7,0,0.5,null,0.92,0,5.12,2012,3
VTS,2012-03-20T08:35:00.000+0000,2012-03-20T08:42:00.000+0000,1,1.27,null,null,-73.976432,40.765467,-73.98605,40.756837,1,null,CRD,6.1,0,0.5,null,1.22,0,7.82,2012,3
VTS,2012-03-15T19:30:00.000+0000,2012-03-15T19:36:00.000+0000,1,1.95,null,null,-73.970735,40.75508,-73.954158,40.778467,1,null,CSH,6.9,1,0.5,null,0,0,8.4,2012,3
VTS,2012-03-08T14:53:00.000+0000,2012-03-08T14:57:00.000+0000,1,0.87,null,null,-73.988027,40.764745,-73.981643,40.771397,1,null,CSH,4.5,0,0.5,null,0,0,5,2012,3
CMT,2012-03-04T12:24:05.000+0000,2012-03-04T12:43:34.000+0000,1,3.5,null,null,-73.97829,40.766527,-74.006327,40.739423,1,N,CSH,12.9,0,0.5,null,0,0,13.4,2012,3
VTS,2012-03-16T08:28:00.000+0000,2012-03-16T08:40:00.000+0000,6,1.42,null,null,-73.968938,40.754972,-73.982897,40.745213,1,null,CRD,8.1,0,0.5,null,2,0,10.6,2012,3
CMT,2012-03-02T21:07:44.000+0000,2012-03-02T21:17:34.000+0000,2,1,null,null,-73.989374,40.731034,-73.997747,40.740258,1,N,CSH,6.5,0.5,0.5,null,0,0,7.5,2012,3
VTS,2012-03-16T11:33:00.000+0000,2012-03-16T11:53:00.000+0000,5,1.96,null,null,0,0,0,0,1,null,CSH,11.3,0,0.5,null,0,0,11.8,2012,3
VTS,2012-03-05T15:02:00.000+0000,2012-03-05T15:06:00.000+0000,1,0.84,null,null,-73.971185,40.79782,-73.96361,40.803397,1,null,CRD,4.5,0,0.5,null,0.9,0,5.9,2012,3
VTS,2012-03-18T12:52:00.000+0000,2012-03-18T13:10:00.000+0000,1,3.87,null,null,0,0,0,0,1,null,CRD,13.3,0,0.5,null,3.32,0,17.12,2012,3
VTS,2012-03-07T16:02:00.000+0000,2012-03-07T16:15:00.000+0000,6,4.17,null,null,-73.982945,40.730817,-74.007857,40.706535,1,null,CRD,11.7,1,0.5,null,2.54,0,15.74,2012,3
VTS,2012-03-13T15:37:00.000+0000,2012-03-13T15:43:00.000+0000,4,0.66,null,null,-73.975942,40.755498,-73.975942,40.755498,1,null,CSH,5.3,0,0.5,null,0,0,5.8,2012,3
VTS,2012-03-02T10:39:00.000+0000,2012-03-02T11:03:00.000+0000,1,8.3,null,null,-73.963457,40.775277,-73.885262,40.771735,1,null,CSH,22.1,0,0.5,null,0,4.8,27.4,2012,3
VTS,2012-03-25T17:32:00.000+0000,2012-03-25T17:54:00.000+0000,1,6.47,null,null,-73.999067,40.76009,-73.944682,40.725633,1,null,CRD,18.1,0,0.5,null,3.62,4.8,27.02,2012,3
VTS,2012-03-09T17:30:00.000+0000,2012-03-09T17:34:00.000+0000,5,0.8,null,null,-73.95693,40.774875,-73.949768,40.784802,1,null,CRD,4.5,1,0.5,null,1,0,7,2012,3
VTS,2012-03-15T07:49:00.000+0000,2012-03-15T07:52:00.000+0000,3,0.8,null,null,-73.934932,40.80064,-73.944115,40.795483,1,null,CSH,4.1,0,0.5,null,0,0,4.6,2012,3
CMT,2012-03-02T00:23:37.000+0000,2012-03-02T00:35:59.000+0000,2,3.5,null,null,-73.992277,40.7309,-73.958443,40.760403,1,N,CSH,11.3,0.5,0.5,null,0,0,12.3,2012,3
VTS,2012-03-14T22:19:00.000+0000,2012-03-14T22:30:00.000+0000,6,2.48,null,null,-73.968272,40.761647,-73.991593,40.738692,1,null,CRD,8.9,0.5,0.5,null,1.88,0,11.78,2012,3
CMT,2012-03-03T23:28:04.000+0000,2012-03-03T23:34:55.000+0000,1,1,null,null,-73.988982,40.76331,-73.973738,40.757175,1,N,CSH,5.3,0.5,0.5,null,0,0,6.3,2012,3
VTS,2012-03-24T08:15:00.000+0000,2012-03-24T08:22:00.000+0000,1,1.47,null,null,-73.96479,40.80676,-73.957002,40.805055,1,null,CSH,6.5,0,0.5,null,0,0,7,2012,3
VTS,2012-03-09T15:47:00.000+0000,2012-03-09T16:02:00.000+0000,5,2.05,null,null,-73.995227,40.72536,-73.987998,40.749545,1,null,CSH,9.3,0,0.5,null,0,0,9.8,2012,3
VTS,2012-03-15T16:21:00.000+0000,2012-03-15T16:44:00.000+0000,5,4.45,null,null,-73.993747,40.746587,-73.958512,40.710107,1,null,CRD,15.3,1,0.5,null,3.26,0,20.06,2012,3
VTS,2012-03-06T14:52:00.000+0000,2012-03-06T15:02:00.000+0000,1,2.16,null,null,-73.992652,40.7485,-73.985132,40.768633,1,null,CSH,8.5,0,0.5,null,0,0,9,2012,3
VTS,2012-03-21T15:23:00.000+0000,2012-03-21T15:33:00.000+0000,1,1.92,null,null,-73.997605,40.76201,-74.008157,40.738322,1,null,CRD,7.7,0,0.5,null,2.31,0,10.51,2012,3
CMT,2012-03-03T19:47:58.000+0000,2012-03-03T19:52:54.000+0000,2,1,null,null,-73.972178,40.786645,-73.982655,40.772302,1,N,CSH,5.3,0,0.5,null,0,0,5.8,2012,3
VTS,2012-03-08T14:16:00.000+0000,2012-03-08T14:33:00.000+0000,1,1.34,null,null,-74.00186,40.724902,-73.996765,40.71154,1,null,CSH,9.3,0,0.5,null,0,0,9.8,2012,3
CMT,2012-03-04T13:27:34.000+0000,2012-03-04T13:35:22.000+0000,2,1.1,null,null,-74.003184,40.723968,-74.003969,40.736825,1,N,CSH,6.1,0,0.5,null,0,0,6.6,2012,3
VTS,2012-03-20T19:52:00.000+0000,2012-03-20T20:01:00.000+0000,1,1.3,null,null,-73.992102,40.743705,-73.989275,40.758175,1,null,CSH,6.5,1,0.5,null,0,0,8,2012,3
VTS,2012-03-10T11:03:00.000+0000,2012-03-10T11:16:00.000+0000,1,2.5,null,null,-73.995878,40.748845,-73.97461,40.778077,1,null,CSH,9.3,0,0.5,null,0,0,9.8,2012,3
VTS,2012-03-14T18:33:00.000+0000,2012-03-14T18:41:00.000+0000,1,0.95,null,null,-73.973335,40.763757,-73.982338,40.770507,1,null,CSH,5.7,1,0.5,null,0,0,7.2,2012,3
VTS,2012-03-09T20:26:00.000+0000,2012-03-09T20:30:00.000+0000,1,0.72,null,null,-73.965073,40.775217,-73.959163,40.770872,1,null,CRD,4.5,0.5,0.5,null,2,0,7.5,2012,3
VTS,2012-03-12T14:53:00.000+0000,2012-03-12T15:08:00.000+0000,6,2.39,null,null,0,0,0,0,1,null,CRD,10.1,0,0.5,null,2.02,0,12.62,2012,3
VTS,2012-03-07T19:21:00.000+0000,2012-03-07T19:27:00.000+0000,1,1.7,null,null,-73.995767,40.76446,-73.983552,40.775867,1,null,CRD,6.5,1,0.5,null,1.5,0,9.5,2012,3
VTS,2012-03-20T14:37:00.000+0000,2012-03-20T14:41:00.000+0000,1,0.81,null,null,-73.961447,40.771592,-73.970455,40.76802,1,null,CSH,4.5,0,0.5,null,0,0,5,2012,3
VTS,2012-03-07T08:18:00.000+0000,2012-03-07T08:39:00.000+0000,1,9.5,null,null,-73.984398,40.745997,-73.86156,40.76827,1,null,CRD,22.5,0,0.5,null,5.62,4.8,33.42,2012,3
VTS,2012-03-13T06:36:00.000+0000,2012-03-13T06:45:00.000+0000,2,3.2,null,null,-73.963235,40.76567,-73.938957,40.805118,1,null,CRD,9.3,0,0.5,null,1.5,0,11.3,2012,3
VTS,2012-03-10T23:57:00.000+0000,2012-03-11T00:00:00.000+0000,1,0.29,null,null,-73.987742,40.721362,-73.989895,40.719127,1,null,CSH,3.7,0.5,0.5,null,0,0,4.7,2012,3
VTS,2012-03-08T17:00:00.000+0000,2012-03-08T17:26:00.000+0000,5,3.85,null,null,-73.993047,40.749507,-73.956287,40.784342,1,null,CSH,15.7,1,0.5,null,0,0,17.2,2012,3
VTS,2012-03-05T23:33:00.000+0000,2012-03-05T23:43:00.000+0000,1,0.17,null,null,-73.971722,40.76248,-73.9908,40.760937,1,null,CSH,7.7,0.5,0.5,null,0,0,8.7,2012,3
VTS,2012-03-14T10:51:00.000+0000,2012-03-14T11:03:00.000+0000,1,1.23,null,null,-73.972202,40.762858,-73.986742,40.762003,1,null,CRD,7.3,0,0.5,null,1.46,0,9.26,2012,3
CMT,2012-03-02T20:55:31.000+0000,2012-03-02T21:03:04.000+0000,1,2.8,null,null,-73.980061,40.735012,-73.957744,40.76943,1,N,CSH,8.1,0.5,0.5,null,0,0,9.1,2012,3
VTS,2012-03-16T07:14:00.000+0000,2012-03-16T07:22:00.000+0000,1,2.15,null,null,-74.004352,40.747322,-73.98448,40.77158,1,null,CRD,7.7,0,0.5,null,1,0,9.2,2012,3
VTS,2012-03-08T22:57:00.000+0000,2012-03-08T23:12:00.000+0000,1,4,null,null,-74.007675,40.72592,-73.968175,40.758237,1,null,CSH,12.1,0.5,0.5,null,0,0,13.1,2012,3
VTS,2012-03-20T15:39:00.000+0000,2012-03-20T15:46:00.000+0000,1,1.7,null,null,-73.984515,40.736302,-73.969895,40.748835,1,null,CRD,6.5,0,0.5,null,1.3,0,8.3,2012,3
VTS,2012-03-08T05:40:00.000+0000,2012-03-08T05:48:00.000+0000,1,1.83,null,null,-73.980388,40.770195,-73.954075,40.765405,1,null,CSH,7.7,0.5,0.5,null,0,0,8.7,2012,3
VTS,2012-03-19T18:04:00.000+0000,2012-03-19T18:17:00.000+0000,6,1.37,null,null,-73.972262,40.759305,-73.986602,40.753422,1,null,CRD,8.1,1,0.5,null,1.5,0,11.1,2012,3
VTS,2012-03-09T18:53:00.000+0000,2012-03-09T19:00:00.000+0000,2,1.44,null,null,-73.981232,40.759842,-73.982098,40.776287,1,null,CSH,6.1,1,0.5,null,0,0,7.6,2012,3
VTS,2012-03-25T17:12:00.000+0000,2012-03-25T17:28:00.000+0000,6,3.9,null,null,-73.97394,40.764392,-74.00412,40.716567,1,null,CSH,12.5,0,0.5,null,0,0,13,2012,3
VTS,2012-03-10T03:26:00.000+0000,2012-03-10T03:31:00.000+0000,1,1.19,null,null,-73.998493,40.740328,-73.989957,40.750447,1,null,CRD,5.3,0.5,0.5,null,1,0,7.3,2012,3
VTS,2012-03-20T11:41:00.000+0000,2012-03-20T11:48:00.000+0000,2,0.74,null,null,-73.979067,40.762137,-73.979333,40.755752,1,null,CRD,4.9,0,0.5,null,1.22,0,6.62,2012,3
VTS,2012-03-02T09:10:00.000+0000,2012-03-02T09:31:00.000+0000,5,2.21,null,null,-73.948983,40.777558,-73.968208,40.758642,1,null,CSH,10.9,0,0.5,null,0,0,11.4,2012,3
VTS,2012-03-24T08:09:00.000+0000,2012-03-24T08:33:00.000+0000,1,16.37,null,null,-73.987115,40.758677,-74.183303,40.68813,3,null,CSH,51.5,0,0,null,0,11.9,63.4,2012,3
VTS,2012-03-13T14:51:00.000+0000,2012-03-13T15:00:00.000+0000,3,1.07,null,null,-73.997892,40.751552,-74.006567,40.742495,1,null,CRD,6.5,0,0.5,null,1.3,0,8.3,2012,3
VTS,2012-03-23T11:36:00.000+0000,2012-03-23T12:13:00.000+0000,1,8.63,null,null,-73.99139,40.723877,-73.997222,40.6387,1,null,CSH,25.3,0,0.5,null,0,0,25.8,2012,3
CMT,2012-03-04T04:04:48.000+0000,2012-03-04T04:11:15.000+0000,1,2.1,null,null,-73.983748,40.765522,-73.955279,40.768873,1,Y,CRD,6.9,0.5,0.5,null,1.97,0,9.87,2012,3
VTS,2012-03-17T06:15:00.000+0000,2012-03-17T06:27:00.000+0000,1,3.62,null,null,0,0,0,0,1,null,CRD,11.3,0,0.5,null,2.26,0,14.06,2012,3
VTS,2012-03-11T01:26:00.000+0000,2012-03-11T01:36:00.000+0000,1,2.4,null,null,-73.989062,40.758375,-73.973795,40.789687,1,null,CSH,8.5,0.5,0.5,null,0,0,9.5,2012,3
VTS,2012-03-13T22:48:00.000+0000,2012-03-13T22:51:00.000+0000,2,0.59,null,null,-73.96236,40.759298,-73.963168,40.75731,1,null,CSH,3.7,0.5,0.5,null,0,0,4.7,2012,3
VTS,2012-03-03T02:19:00.000+0000,2012-03-03T02:26:00.000+0000,1,1.61,null,null,-73.986275,40.749772,-73.993137,40.733802,1,null,CSH,6.5,0.5,0.5,null,0,0,7.5,2012,3
VTS,2012-03-12T18:00:00.000+0000,2012-03-12T18:35:00.000+0000,1,17.92,null,null,0,0,0,0,2,null,CRD,45,0,0.5,null,7,4.8,57.3,2012,3
VTS,2012-03-09T23:00:00.000+0000,2012-03-09T23:34:00.000+0000,1,9.99,null,null,-73.977772,40.786975,-73.956348,40.675982,1,null,CRD,26.9,0.5,0.5,null,5,0,32.9,2012,3
VTS,2012-03-12T13:48:00.000+0000,2012-03-12T14:05:00.000+0000,2,5.55,null,null,-73.98629,40.75721,-74.00482,40.705355,1,null,CRD,16.1,0,0.5,null,3.22,0,19.82,2012,3
VTS,2012-03-06T08:29:00.000+0000,2012-03-06T08:51:00.000+0000,1,4.21,null,null,-73.950295,40.786817,-73.935972,40.745657,1,null,CSH,14.9,0,0.5,null,0,0,15.4,2012,3
VTS,2012-03-14T17:49:00.000+0000,2012-03-14T18:00:00.000+0000,2,2.5,null,null,-73.995592,40.745243,-73.98949,40.771307,1,null,CSH,8.5,1,0.5,null,0,0,10,2012,3
VTS,2012-03-06T05:07:00.000+0000,2012-03-06T05:07:00.000+0000,1,0,null,null,-73.668393,40.85254,-73.668393,40.85254,1,null,CSH,2.5,0.5,0.5,null,0,0,3.5,2012,3
VTS,2012-03-17T01:16:00.000+0000,2012-03-17T01:30:00.000+0000,1,3.09,null,null,-73.98608,40.73075,-73.957002,40.712407,1,null,CSH,11.3,0.5,0.5,null,0,0,12.3,2012,3
VTS,2012-03-08T08:50:00.000+0000,2012-03-08T09:06:00.000+0000,1,1.86,null,null,-73.953602,40.76701,-73.973675,40.756807,1,null,CRD,9.3,0,0.5,null,1,0,10.8,2012,3
VTS,2012-03-21T16:12:00.000+0000,2012-03-21T16:25:00.000+0000,1,2.47,null,null,-73.99877,40.73465,-73.983078,40.75964,1,null,CRD,8.9,1,0.5,null,2,0,12.4,2012,3
VTS,2012-03-10T19:13:00.000+0000,2012-03-10T19:20:00.000+0000,5,0.32,null,null,-74.000528,40.720868,-73.99697,40.718053,1,null,CSH,5.3,0,0.5,null,0,0,5.8,2012,3
VTS,2012-03-24T17:27:00.000+0000,2012-03-24T17:43:00.000+0000,1,2.27,null,null,-73.980082,40.754498,-74.002558,40.72837,1,null,CSH,10.1,0,0.5,null,0,0,10.6,2012,3
CMT,2012-03-02T18:48:51.000+0000,2012-03-02T19:06:08.000+0000,1,3.4,null,null,-73.9828,40.727133,-73.962363,40.755128,1,N,CSH,11.7,1,0.5,null,0,0,13.2,2012,3
VTS,2012-03-12T17:45:00.000+0000,2012-03-12T18:00:00.000+0000,2,3.44,null,null,-73.967658,40.760127,-73.943747,40.752035,1,null,CRD,10.9,1,0.5,null,0,0,12.4,2012,3
VTS,2012-03-09T07:48:00.000+0000,2012-03-09T07:56:00.000+0000,3,1.21,null,null,-74.000118,40.748735,-73.985127,40.752505,1,null,CRD,6.5,0,0.5,null,1,0,8,2012,3
VTS,2012-03-21T18:16:00.000+0000,2012-03-21T18:25:00.000+0000,1,1.34,null,null,-73.999787,40.72675,-74.006405,40.73932,1,null,CSH,6.5,1,0.5,null,0,0,8,2012,3
VTS,2012-03-11T00:04:00.000+0000,2012-03-11T00:24:00.000+0000,1,8.27,null,null,-73.862863,40.769762,-73.951695,40.78477,1,null,CRD,20.9,0.5,0.5,null,4.28,4.8,30.98,2012,3
VTS,2012-03-12T19:02:00.000+0000,2012-03-12T19:08:00.000+0000,1,1.18,null,null,-74.00264,40.747912,-73.988185,40.749042,1,null,CSH,5.3,1,0.5,null,0,0,6.8,2012,3
VTS,2012-03-05T20:44:00.000+0000,2012-03-05T20:57:00.000+0000,1,3.49,null,null,-73.986898,40.779155,-73.999342,40.749787,1,null,CRD,10.5,0.5,0.5,null,2.2,0,13.7,2012,3
VTS,2012-03-08T22:47:00.000+0000,2012-03-08T22:54:00.000+0000,2,1.27,null,null,-73.970915,40.76122,-73.985017,40.747982,1,null,CSH,6.1,0.5,0.5,null,0,0,7.1,2012,3
VTS,2012-03-10T12:50:00.000+0000,2012-03-10T12:53:00.000+0000,2,0.73,null,null,-73.964692,40.80673,-73.96973,40.799887,1,null,CSH,4.1,0,0.5,null,0,0,4.6,2012,3
VTS,2012-03-25T20:52:00.000+0000,2012-03-25T21:05:00.000+0000,2,2.79,null,null,-74.008503,40.719898,-73.984437,40.740268,1,null,CRD,9.3,0.5,0.5,null,2,0,12.3,2012,3
CMT,2012-03-03T20:38:49.000+0000,2012-03-03T20:42:08.000+0000,1,0.5,null,null,-73.95651,40.778218,-73.947795,40.774985,1,N,CSH,4.1,0.5,0.5,null,0,0,5.1,2012,3
VTS,2012-03-18T22:53:00.000+0000,2012-03-18T23:10:00.000+0000,3,8.73,null,null,-73.81123,40.691777,-73.921935,40.679142,1,null,CRD,20.9,0.5,0.5,null,4.28,0,26.18,2012,3
CMT,2012-03-04T11:37:17.000+0000,2012-03-04T11:44:18.000+0000,1,2,null,null,-73.95623,40.784002,-73.975541,40.765473,1,N,CRD,6.9,0,0.5,null,1.85,0,9.25,2012,3
VTS,2012-03-18T20:40:00.000+0000,2012-03-18T21:00:00.000+0000,1,9.52,null,null,-73.916872,40.77106,-73.99561,40.72818,1,null,CRD,23.3,0.5,0.5,null,3,0,27.3,2012,3
VTS,2012-03-14T14:02:00.000+0000,2012-03-14T14:19:00.000+0000,1,3.24,null,null,-73.9921,40.694823,-73.950152,40.683722,1,null,CSH,11.7,0,0.5,null,0,0,12.2,2012,3
VTS,2012-03-08T06:50:00.000+0000,2012-03-08T06:57:00.000+0000,6,2.01,null,null,-73.949202,40.778512,-73.97431,40.751322,1,null,CSH,7.3,0,0.5,null,0,0,7.8,2012,3
CMT,2012-03-04T13:06:26.000+0000,2012-03-04T13:18:46.000+0000,1,1.4,null,null,-73.980626,40.730535,-73.997319,40.721709,1,N,CRD,8.1,0,0.5,null,1.72,0,10.32,2012,3
VTS,2012-03-23T12:32:00.000+0000,2012-03-23T12:39:00.000+0000,2,0.82,null,null,-73.961332,40.765272,-73.953462,40.764928,1,null,CSH,4.9,0,0.5,null,0,0,5.4,2012,3
CMT,2012-03-01T11:07:39.000+0000,2012-03-01T11:15:25.000+0000,1,1.3,null,null,-73.98518,40.732199,-74.001869,40.724845,1,N,CRD,6.5,0,0.5,null,1.4,0,8.4,2012,3
VTS,2012-03-22T19:14:00.000+0000,2012-03-22T19:43:00.000+0000,1,12.01,null,null,-73.863055,40.769227,-73.981895,40.674427,1,null,CRD,29.3,1,0.5,null,6.06,0,36.86,2012,3
VTS,2012-03-07T10:19:00.000+0000,2012-03-07T10:30:00.000+0000,1,2.33,null,null,-73.969687,40.761285,-73.969122,40.785177,1,null,CRD,8.9,0,0.5,null,1.78,0,11.18,2012,3
VTS,2012-03-16T00:20:00.000+0000,2012-03-16T00:24:00.000+0000,1,1.28,null,null,-73.9968,40.75255,-74.006027,40.736975,1,null,CRD,5.3,0.5,0.5,null,1,0,7.3,2012,3
VTS,2012-03-10T13:32:00.000+0000,2012-03-10T13:42:00.000+0000,1,1.16,null,null,-73.966688,40.75336,-73.978372,40.762927,1,null,CSH,6.5,0,0.5,null,0,0,7,2012,3
VTS,2012-03-14T08:15:00.000+0000,2012-03-14T08:43:00.000+0000,1,8.38,null,null,-73.960585,40.779162,-73.929498,40.86241,1,null,CSH,23.3,0,0.5,null,0,0,23.8,2012,3
VTS,2012-03-09T21:31:00.000+0000,2012-03-09T21:39:00.000+0000,6,1.17,null,null,-74.00013,40.737872,-73.993372,40.727942,1,null,CRD,6.1,0.5,0.5,null,1,0,8.1,2012,3
VTS,2012-03-22T22:25:00.000+0000,2012-03-22T22:33:00.000+0000,1,1.43,null,null,-73.973395,40.763558,-73.989017,40.751218,1,null,CRD,6.1,0.5,0.5,null,0,0,7.1,2012,3
VTS,2012-03-11T15:17:00.000+0000,2012-03-11T15:28:00.000+0000,1,1.86,null,null,-73.980457,40.775023,-73.997772,40.75134,1,null,CSH,8.5,0,0.5,null,0,0,9,2012,3
VTS,2012-03-24T19:36:00.000+0000,2012-03-24T19:38:00.000+0000,1,0.52,null,null,-73.953538,40.77012,-73.946913,40.772448,1,null,CSH,3.7,0,0.5,null,0,0,4.2,2012,3
VTS,2012-03-09T14:56:00.000+0000,2012-03-09T15:10:00.000+0000,1,2.56,null,null,-73.977027,40.7748,-73.955993,40.805607,1,null,CSH,10.1,0,0.5,null,0,0,10.6,2012,3
