vendorID,tpepPickupDateTime,tpepDropoffDateTime,passengerCount,tripDistance,puLocationId,doLocationId,startLon,startLat,endLon,endLat,rateCodeId,storeAndFwdFlag,paymentType,fareAmount,extra,mtaTax,improvementSurcharge,tipAmount,tollsAmount,totalAmount,puYear,puMonth
VTS,2012-03-11T21:40:00.000+0000,2012-03-11T21:45:00.000+0000,1,0.99,null,null,-73.98488,40.759627,-73.99306,40.747895,1,null,CSH,4.9,0.5,0.5,null,0,0,5.9,2012,3
VTS,2012-03-17T03:37:00.000+0000,2012-03-17T03:46:00.000+0000,2,1.89,null,null,-73.98963,40.720498,-73.998625,40.739057,1,null,CRD,7.3,0.5,0.5,null,2.34,0,10.64,2012,3
VTS,2012-03-21T22:55:00.000+0000,2012-03-21T23:18:00.000+0000,2,11.96,null,null,-73.78979,40.643927,-73.961782,40.680642,1,null,CRD,28.1,0.5,0.5,null,7.15,0,36.25,2012,3
VTS,2012-03-09T12:17:00.000+0000,2012-03-09T12:24:00.000+0000,6,0.87,null,null,0,0,0,0,1,null,CRD,5.3,0,0.5,null,1.06,0,6.86,2012,3
VTS,2012-03-16T00:57:00.000+0000,2012-03-16T01:10:00.000+0000,1,4.97,null,null,-73.982292,40.731185,-73.992915,40.69745,1,null,CRD,13.7,0.5,0.5,null,2,0,16.7,2012,3
VTS,2012-03-09T11:51:00.000+0000,2012-03-09T12:14:00.000+0000,6,11.91,null,null,-73.984877,40.758932,-73.862905,40.767192,1,null,CRD,27.7,0,0.5,null,6.92,4.8,39.92,2012,3
VTS,2012-03-21T22:26:00.000+0000,2012-03-21T22:47:00.000+0000,5,4.97,null,null,-73.979742,40.749387,-73.966958,40.711587,1,null,CRD,15.7,0.5,0.5,null,3.24,0,19.94,2012,3
CMT,2012-03-04T23:35:44.000+0000,2012-03-04T23:49:40.000+0000,1,6.6,null,null,-73.994879,40.75029,-73.950206,40.826657,1,N,CSH,16.9,0.5,0.5,null,0,0,17.9,2012,3
VTS,2012-03-25T12:25:00.000+0000,2012-03-25T12:34:00.000+0000,1,1.32,null,null,-74.009543,40.705428,-73.997145,40.716567,1,null,CSH,6.5,0,0.5,null,0,0,7,2012,3
CMT,2012-03-03T20:57:47.000+0000,2012-03-03T21:15:15.000+0000,1,2.6,null,null,-73.98061,40.758989,-73.9971,40.725327,1,N,CSH,11.3,0.5,0.5,null,0,0,12.3,2012,3
VTS,2012-03-21T18:07:00.000+0000,2012-03-21T18:19:00.000+0000,2,2.11,null,null,-73.975465,40.743622,-73.965268,40.761858,1,null,CRD,8.5,1,0.5,null,1,0,11,2012,3
CMT,2012-03-03T14:24:41.000+0000,2012-03-03T14:32:28.000+0000,1,0.2,null,null,-73.993826,40.752217,-73.991328,40.755437,1,N,CRD,5.3,0,0.5,null,1.16,0,6.96,2012,3
VTS,2012-03-13T05:15:00.000+0000,2012-03-13T05:28:00.000+0000,1,0,null,null,-73.945897,40.77771,-73.939922,40.841015,1,null,CSH,7.3,0.5,0.5,null,0,0,8.3,2012,3
VTS,2012-03-02T18:46:00.000+0000,2012-03-02T19:02:00.000+0000,1,2.75,null,null,-74.012012,40.706252,-74.000532,40.734613,1,null,CSH,11.3,1,0.5,null,0,0,12.8,2012,3
VTS,2012-03-14T09:15:00.000+0000,2012-03-14T09:27:00.000+0000,6,1.33,null,null,-73.968455,40.770642,-73.982405,40.764372,1,null,CRD,7.7,0,0.5,null,0.8,0,9,2012,3
VTS,2012-03-08T15:34:00.000+0000,2012-03-08T15:40:00.000+0000,1,0.68,null,null,-73.982063,40.771832,-73.986953,40.77015,1,null,CRD,4.9,0,0.5,null,1.22,0,6.62,2012,3
VTS,2012-03-21T15:40:00.000+0000,2012-03-21T15:42:00.000+0000,1,0.45,null,null,-73.986247,40.75654,-73.98988,40.752055,1,null,CSH,3.3,0,0.5,null,0,0,3.8,2012,3
VTS,2012-03-07T10:00:00.000+0000,2012-03-07T10:34:00.000+0000,1,12.31,null,null,-73.86398,40.770227,-73.981673,40.756135,1,null,CSH,31.7,0,0.5,null,0,4.8,37,2012,3
VTS,2012-03-22T16:24:00.000+0000,2012-03-22T16:33:00.000+0000,5,1.9,null,null,-73.977875,40.755117,-73.970927,40.761407,1,null,CRD,7.7,1,0.5,null,1.74,0,10.94,2012,3
CMT,2012-03-03T15:02:34.000+0000,2012-03-03T15:21:43.000+0000,3,2.8,null,null,-73.994753,40.750099,-73.960185,40.762954,1,N,CRD,12.1,0,0.5,null,1.5,0,14.1,2012,3
VTS,2012-03-16T16:57:00.000+0000,2012-03-16T17:03:00.000+0000,1,0.96,null,null,-73.989852,40.741233,-73.998818,40.731983,1,null,CRD,4.9,1,0.5,null,1.18,0,7.58,2012,3
VTS,2012-03-14T14:28:00.000+0000,2012-03-14T14:34:00.000+0000,1,1.3,null,null,-73.95812,40.71748,-73.958227,40.73383,1,null,CSH,5.7,0,0.5,null,0,0,6.2,2012,3
VTS,2012-03-17T18:35:00.000+0000,2012-03-17T18:53:00.000+0000,1,2,null,null,-73.956102,40.776315,-73.975835,40.765575,1,null,CSH,10.5,0,0.5,null,0,0,11,2012,3
VTS,2012-03-07T12:55:00.000+0000,2012-03-07T13:05:00.000+0000,2,1.94,null,null,-73.987217,40.771003,-73.975705,40.792883,1,null,CSH,8.1,0,0.5,null,0,0,8.6,2012,3
VTS,2012-03-15T19:57:00.000+0000,2012-03-15T20:07:00.000+0000,1,2.32,null,null,-73.97633,40.785948,-73.953042,40.766597,1,null,CSH,8.1,1,0.5,null,0,0,9.6,2012,3
VTS,2012-03-12T21:53:00.000+0000,2012-03-12T22:05:00.000+0000,2,3.58,null,null,-73.961437,40.806278,-73.956265,40.769668,1,null,CSH,10.5,0.5,0.5,null,0,0,11.5,2012,3
VTS,2012-03-20T22:33:00.000+0000,2012-03-20T22:43:00.000+0000,1,2.11,null,null,-73.981513,40.752732,-74.002072,40.733135,1,null,CRD,8.1,0.5,0.5,null,2.58,0,11.68,2012,3
VTS,2012-03-07T20:52:00.000+0000,2012-03-07T21:00:00.000+0000,1,0.9,null,null,-73.982578,40.755958,-73.976292,40.749122,1,null,CSH,5.3,0.5,0.5,null,0,0,6.3,2012,3
VTS,2012-03-16T02:04:00.000+0000,2012-03-16T02:16:00.000+0000,1,2.63,null,null,-73.993835,40.759067,-73.997257,40.727272,1,null,CRD,8.9,0.5,0.5,null,1,0,10.9,2012,3
CMT,2012-03-03T20:06:03.000+0000,2012-03-03T20:15:31.000+0000,2,2.2,null,null,-73.998122,40.735584,-74.002635,40.760503,1,N,CRD,8.1,0.5,0.5,null,1.82,0,10.92,2012,3
VTS,2012-03-21T20:55:00.000+0000,2012-03-21T21:10:00.000+0000,5,1.98,null,null,-74.00765,40.74084,-73.985747,40.75283,1,null,CRD,8.9,0.5,0.5,null,1.88,0,11.78,2012,3
VTS,2012-03-15T01:42:00.000+0000,2012-03-15T02:02:00.000+0000,5,6.43,null,null,-73.977713,40.751985,-73.923555,40.825012,1,null,CSH,17.7,0.5,0.5,null,0,0,18.7,2012,3
VTS,2012-03-22T20:38:00.000+0000,2012-03-22T20:45:00.000+0000,1,0.88,null,null,-73.980725,40.764612,-73.979835,40.77208,1,null,CSH,5.7,0.5,0.5,null,0,0,6.7,2012,3
VTS,2012-03-08T17:53:00.000+0000,2012-03-08T17:58:00.000+0000,6,1.02,null,null,-73.965668,40.803888,-73.960437,40.815905,1,null,CSH,4.9,1,0.5,null,0,0,6.4,2012,3
VTS,2012-03-18T02:23:00.000+0000,2012-03-18T02:36:00.000+0000,2,5.05,null,null,-73.992607,40.747587,-73.946032,40.719492,1,null,CRD,14.1,0.5,0.5,null,2.92,0,18.02,2012,3
VTS,2012-03-13T21:28:00.000+0000,2012-03-13T21:32:00.000+0000,6,0.65,null,null,-73.99536,40.733825,-73.993018,40.72815,1,null,CRD,4.5,0.5,0.5,null,1,0,6.5,2012,3
VTS,2012-03-17T02:32:00.000+0000,2012-03-17T02:52:00.000+0000,1,8.02,null,null,-73.987503,40.719842,-73.952245,40.803215,1,null,CSH,20.5,0.5,0.5,null,0,0,21.5,2012,3
VTS,2012-03-10T14:15:00.000+0000,2012-03-10T14:22:00.000+0000,5,1.16,null,null,-73.982358,40.772142,-73.981462,40.782782,1,null,CSH,6.1,0,0.5,null,0,0,6.6,2012,3
VTS,2012-03-25T18:27:00.000+0000,2012-03-25T18:32:00.000+0000,2,1.14,null,null,-73.977047,40.752397,-73.97328,40.76446,1,null,CSH,4.9,0,0.5,null,0,0,5.4,2012,3
VTS,2012-03-10T20:01:00.000+0000,2012-03-10T20:13:00.000+0000,1,1.85,null,null,-73.993968,40.745992,-73.983947,40.7637,1,null,CSH,8.5,0.5,0.5,null,0,0,9.5,2012,3
VTS,2012-03-17T06:13:00.000+0000,2012-03-17T06:24:00.000+0000,5,4,null,null,-73.951632,40.78195,-73.92045,40.821952,1,null,CRD,11.3,0,0.5,null,2,0,13.8,2012,3
VTS,2012-03-11T22:23:00.000+0000,2012-03-11T22:35:00.000+0000,2,2.52,null,null,0,0,0,0,1,null,CRD,8.5,0.5,0.5,null,1.8,0,11.3,2012,3
VTS,2012-03-23T22:29:00.000+0000,2012-03-23T22:37:00.000+0000,2,1.73,null,null,-74.002438,40.739753,-73.980697,40.748557,1,null,CSH,6.5,0.5,0.5,null,0,0,7.5,2012,3
CMT,2012-03-02T14:51:03.000+0000,2012-03-02T15:04:18.000+0000,1,1.5,null,null,-73.982248,40.768587,-73.963629,40.770908,1,N,CSH,8.5,0,0.5,null,0,0,9,2012,3
VTS,2012-03-24T19:07:00.000+0000,2012-03-24T19:21:00.000+0000,1,2.6,null,null,-73.990988,40.765913,-74.007397,40.741117,1,null,CRD,9.7,0,0.5,null,0,0,10.2,2012,3
VTS,2012-03-17T12:04:00.000+0000,2012-03-17T12:20:00.000+0000,5,1.55,null,null,-73.97248,40.747365,-73.993198,40.743108,1,null,CSH,9.7,0,0.5,null,0,0,10.2,2012,3
VTS,2012-03-19T13:29:00.000+0000,2012-03-19T13:34:00.000+0000,2,0.85,null,null,-73.96131,40.77162,-73.959165,40.780067,1,null,CSH,4.9,0,0.5,null,0,0,5.4,2012,3
VTS,2012-03-05T16:26:00.000+0000,2012-03-05T16:40:00.000+0000,3,2.58,null,null,-73.990073,40.734883,-73.973552,40.764938,1,null,CRD,10.1,1,0.5,null,2,0,13.6,2012,3
VTS,2012-03-19T22:58:00.000+0000,2012-03-19T23:03:00.000+0000,1,0.9,null,null,-73.981125,40.744427,-73.98907,40.735742,1,null,CSH,4.9,0.5,0.5,null,0,0,5.9,2012,3
CMT,2012-03-04T02:01:18.000+0000,2012-03-04T02:06:24.000+0000,1,1.2,null,null,-73.971718,40.762924,-73.985964,40.761106,1,Y,CRD,5.3,0.5,0.5,null,0.02,0,6.32,2012,3
VTS,2012-03-18T09:28:00.000+0000,2012-03-18T09:40:00.000+0000,1,3.2,null,null,-73.95106,40.785862,-73.983305,40.754562,1,null,CRD,10.1,0,0.5,null,2.02,0,12.62,2012,3
VTS,2012-03-01T11:42:00.000+0000,2012-03-01T11:45:00.000+0000,1,1.18,null,null,-74.009502,40.701865,-74.015352,40.708472,1,null,CSH,4.9,0,0.5,null,0,0,5.4,2012,3
VTS,2012-03-19T18:49:00.000+0000,2012-03-19T18:54:00.000+0000,2,0.86,null,null,-73.991565,40.73506,-73.978187,40.729272,1,null,CSH,4.9,1,0.5,null,0,0,6.4,2012,3
VTS,2012-03-11T11:08:00.000+0000,2012-03-11T11:12:00.000+0000,1,0.74,null,null,-73.945422,40.778612,-73.955358,40.779972,1,null,CRD,4.5,0,0.5,null,0.8,0,5.8,2012,3
VTS,2012-03-21T19:53:00.000+0000,2012-03-21T19:58:00.000+0000,3,1.22,null,null,-73.970405,40.768847,-73.98162,40.777672,1,null,CRD,5.3,1,0.5,null,1.5,0,8.3,2012,3
CMT,2012-03-02T14:49:17.000+0000,2012-03-02T14:53:15.000+0000,1,0.7,null,null,-73.984645,40.754274,-73.97886,40.760153,1,N,CSH,4.5,0,0.5,null,0,0,5,2012,3
VTS,2012-03-13T09:39:00.000+0000,2012-03-13T09:46:00.000+0000,5,0.94,null,null,-73.97821,40.754285,-73.969733,40.766032,1,null,CSH,5.3,0,0.5,null,0,0,5.8,2012,3
CMT,2012-03-03T17:56:08.000+0000,2012-03-03T18:08:38.000+0000,1,2.7,null,null,-73.980504,40.722588,-73.980504,40.722588,1,N,CRD,9.3,0,0.5,null,1.96,0,11.76,2012,3
VTS,2012-03-17T10:44:00.000+0000,2012-03-17T11:02:00.000+0000,1,3.63,null,null,-73.982107,40.777662,-73.979837,40.746232,1,null,CSH,12.1,0,0.5,null,0,0,12.6,2012,3
VTS,2012-03-08T10:25:00.000+0000,2012-03-08T10:46:00.000+0000,1,3.11,null,null,-73.978825,40.737012,-73.990707,40.766317,1,null,CRD,12.9,0,0.5,null,1,0,14.4,2012,3
VTS,2012-03-23T09:56:00.000+0000,2012-03-23T10:12:00.000+0000,1,1.13,null,null,-73.98473,40.760317,-73.99885,40.760292,1,null,CRD,9.7,0,0.5,null,2.42,0,12.62,2012,3
VTS,2012-03-12T22:00:00.000+0000,2012-03-12T22:05:00.000+0000,1,1.25,null,null,-73.98061,40.778307,-73.97194,40.79218,1,null,CRD,5.3,0.5,0.5,null,1.5,0,7.8,2012,3
VTS,2012-03-21T09:09:00.000+0000,2012-03-21T09:20:00.000+0000,1,1.17,null,null,-74.001555,40.715152,-73.99707,40.71203,1,null,CRD,7.3,0,0.5,null,2.19,0,9.99,2012,3
VTS,2012-03-07T16:43:00.000+0000,2012-03-07T16:48:00.000+0000,1,1.12,null,null,-73.999557,40.727482,-73.999223,40.739288,1,null,CSH,4.9,1,0.5,null,0,0,6.4,2012,3
VTS,2012-03-19T06:59:00.000+0000,2012-03-19T07:07:00.000+0000,5,2.47,null,null,-73.99331,40.743723,-73.99331,40.743723,1,null,CSH,8.1,0,0.5,null,0,0,8.6,2012,3
VTS,2012-03-07T10:30:00.000+0000,2012-03-07T10:39:00.000+0000,1,1.85,null,null,-73.954597,40.790188,-73.967807,40.804037,1,null,CRD,7.3,0,0.5,null,1.46,0,9.26,2012,3
VTS,2012-03-18T10:13:00.000+0000,2012-03-18T10:14:00.000+0000,1,0.15,null,null,-73.970185,40.794342,-73.96981,40.794972,1,null,CSH,2.9,0,0.5,null,0,0,3.4,2012,3
VTS,2012-03-09T22:17:00.000+0000,2012-03-09T22:24:00.000+0000,5,1.03,null,null,-73.999728,40.734368,-73.992508,40.724453,1,null,CSH,5.7,0.5,0.5,null,0,0,6.7,2012,3
VTS,2012-03-17T13:05:00.000+0000,2012-03-17T13:30:00.000+0000,1,5.79,null,null,-73.982062,40.743345,-73.901782,40.745715,1,null,CRD,18.1,0,0.5,null,3.5,0,22.1,2012,3
VTS,2012-03-06T15:23:00.000+0000,2012-03-06T15:48:00.000+0000,3,8.69,null,null,-73.997932,40.72091,-73.95387,40.787225,1,null,CRD,22.5,0,0.5,null,3,0,26,2012,3
VTS,2012-03-13T18:52:00.000+0000,2012-03-13T18:52:00.000+0000,1,0.01,null,null,0,0,0,0,1,null,CSH,2.5,1,0.5,null,0,0,4,2012,3
VTS,2012-03-02T22:47:00.000+0000,2012-03-02T22:56:00.000+0000,2,1.89,null,null,-73.974523,40.76192,-73.982522,40.741062,1,null,CRD,6.9,0.5,0.5,null,1.48,0,9.38,2012,3
VTS,2012-03-08T19:45:00.000+0000,2012-03-08T20:19:00.000+0000,1,7.7,null,null,-73.99198,40.759775,-73.950917,40.722282,1,null,CRD,24.1,1,0.5,null,5.02,0,30.62,2012,3
VTS,2012-03-09T23:04:00.000+0000,2012-03-09T23:08:00.000+0000,1,0.88,null,null,-73.967568,40.77202,-73.959652,40.776787,1,null,CRD,4.5,0.5,0.5,null,1,0,6.5,2012,3
VTS,2012-03-15T06:27:00.000+0000,2012-03-15T06:36:00.000+0000,1,1,null,null,-73.973725,40.747465,-73.984137,40.754952,1,null,CRD,6.5,0,0.5,null,1.3,0,8.3,2012,3
VTS,2012-03-10T20:25:00.000+0000,2012-03-10T20:45:00.000+0000,5,2.62,null,null,-73.9838,40.72138,-74.004315,40.742495,1,null,CRD,11.7,0.5,0.5,null,2.44,0,15.14,2012,3
VTS,2012-03-19T07:47:00.000+0000,2012-03-19T08:05:00.000+0000,1,5.96,null,null,-73.978747,40.785677,-74.01357,40.71453,1,null,CRD,16.1,0,0.5,null,3,0,19.6,2012,3
VTS,2012-03-09T11:24:00.000+0000,2012-03-09T11:56:00.000+0000,5,4.13,null,null,-73.967358,40.772368,-73.997895,40.721155,1,null,CRD,18.1,0,0.5,null,2,0,20.6,2012,3
VTS,2012-03-16T10:08:00.000+0000,2012-03-16T10:17:00.000+0000,1,1.2,null,null,-73.96093,40.775007,-73.970143,40.76204,1,null,CSH,6.9,0,0.5,null,0,0,7.4,2012,3
VTS,2012-03-02T09:41:00.000+0000,2012-03-02T09:56:00.000+0000,1,3.98,null,null,-73.980663,40.741833,-74.004905,40.70673,1,null,CRD,12.5,0,0.5,null,2.5,0,15.5,2012,3
VTS,2012-03-23T20:29:00.000+0000,2012-03-23T20:32:00.000+0000,2,0.63,null,null,-73.965767,40.754408,-73.95983,40.762437,1,null,CRD,3.7,0.5,0.5,null,1.05,0,5.75,2012,3
VTS,2012-03-06T07:21:00.000+0000,2012-03-06T07:32:00.000+0000,1,2.32,null,null,-73.978265,40.763648,-73.97475,40.741848,1,null,CSH,8.5,0,0.5,null,0,0,9,2012,3
VTS,2012-03-18T21:09:00.000+0000,2012-03-18T21:13:00.000+0000,1,1.08,null,null,-74.005002,40.740752,-73.991947,40.74501,1,null,CSH,4.9,0.5,0.5,null,0,0,5.9,2012,3
VTS,2012-03-07T15:16:00.000+0000,2012-03-07T15:20:00.000+0000,1,0.78,null,null,-73.972132,40.798127,-73.966875,40.803832,1,null,CSH,4.1,0,0.5,null,0,0,4.6,2012,3
VTS,2012-03-13T12:17:00.000+0000,2012-03-13T12:31:00.000+0000,4,1.76,null,null,-73.9679,40.762702,-73.988082,40.754432,1,null,CSH,8.9,0,0.5,null,0,0,9.4,2012,3
VTS,2012-03-10T14:48:00.000+0000,2012-03-10T15:02:00.000+0000,5,2.22,null,null,-73.982865,40.763483,-74.004832,40.740823,1,null,CSH,8.9,0,0.5,null,0,0,9.4,2012,3
VTS,2012-03-25T11:15:00.000+0000,2012-03-25T11:21:00.000+0000,6,1.51,null,null,-73.951407,40.782205,-73.94204,40.798822,1,null,CSH,6.1,0,0.5,null,0,0,6.6,2012,3
CMT,2012-03-03T21:16:25.000+0000,2012-03-03T21:17:30.000+0000,2,0.4,null,null,-73.989237,40.774347,-73.984623,40.779621,1,N,CRD,3.3,0.5,0.5,null,0.86,0,5.16,2012,3
VTS,2012-03-23T23:36:00.000+0000,2012-03-24T00:15:00.000+0000,1,4.65,null,null,-74.010523,40.711803,-73.986588,40.764168,1,null,CRD,21.7,0.5,0.5,null,5.55,0,28.25,2012,3
VTS,2012-03-02T11:40:00.000+0000,2012-03-02T11:44:00.000+0000,3,0.81,null,null,-73.977147,40.77462,-73.96935,40.767703,1,null,CRD,4.5,0,0.5,null,1,0,6,2012,3
VTS,2012-03-15T16:24:00.000+0000,2012-03-15T16:42:00.000+0000,1,2.81,null,null,-73.998272,40.722757,-73.974028,40.755687,1,null,CSH,11.7,1,0.5,null,0,0,13.2,2012,3
VTS,2012-03-01T19:17:00.000+0000,2012-03-01T19:32:00.000+0000,1,2.87,null,null,-74.007097,40.728102,-73.97777,40.746147,1,null,CSH,10.5,1,0.5,null,0,0,12,2012,3
VTS,2012-03-13T09:03:00.000+0000,2012-03-13T09:05:00.000+0000,1,0.44,null,null,-73.962822,40.772535,-73.959128,40.777557,1,null,CSH,3.3,0,0.5,null,0,0,3.8,2012,3
VTS,2012-03-09T20:48:00.000+0000,2012-03-09T20:52:00.000+0000,1,0.7,null,null,-74.009412,40.722085,-74.00843,40.729567,1,null,CRD,4.1,0.5,0.5,null,0.92,0,6.02,2012,3
VTS,2012-03-24T11:33:00.000+0000,2012-03-24T11:46:00.000+0000,1,2.17,null,null,-73.98348,40.741477,-73.990153,40.717037,1,null,CRD,9.3,0,0.5,null,1.86,0,11.66,2012,3
CMT,2012-03-04T21:05:45.000+0000,2012-03-04T21:20:00.000+0000,1,3.4,null,null,-73.953637,40.784905,-73.990046,40.759953,1,N,CSH,11.3,0.5,0.5,null,0,0,12.3,2012,3
VTS,2012-03-25T04:08:00.000+0000,2012-03-25T04:25:00.000+0000,3,6.6,null,null,-73.969275,40.755963,-73.890998,40.747052,1,null,CSH,17.3,0.5,0.5,null,0,0,18.3,2012,3
VTS,2012-03-13T19:14:00.000+0000,2012-03-13T19:31:00.000+0000,1,6.44,null,null,-73.953577,40.77949,-73.96855,40.74752,1,null,CRD,17.3,1,0.5,null,3.66,0,22.46,2012,3
VTS,2012-03-19T12:20:00.000+0000,2012-03-19T12:24:00.000+0000,5,0.81,null,null,0,0,0,0,1,null,CSH,4.5,0,0.5,null,0,0,5,2012,3
VTS,2012-03-09T20:46:00.000+0000,2012-03-09T20:48:00.000+0000,5,0.55,null,null,-73.978922,40.742785,-73.980812,40.738067,1,null,CSH,3.7,0.5,0.5,null,0,0,4.7,2012,3
VTS,2012-03-14T21:32:00.000+0000,2012-03-14T21:50:00.000+0000,2,4.27,null,null,-74.001432,40.736047,-73.969467,40.69311,1,null,CRD,13.7,0.5,0.5,null,3.55,0,18.25,2012,3
VTS,2012-03-07T09:31:00.000+0000,2012-03-07T09:36:00.000+0000,1,1.18,null,null,-74.001787,40.745762,-73.997867,40.756362,1,null,CSH,4.9,0,0.5,null,0,0,5.4,2012,3
VTS,2012-03-13T00:33:00.000+0000,2012-03-13T00:40:00.000+0000,5,1.37,null,null,-73.942888,40.823175,-73.945543,40.807912,1,null,CRD,6.1,0.5,0.5,null,1.32,0,8.42,2012,3
VTS,2012-03-05T14:00:00.000+0000,2012-03-05T14:14:00.000+0000,1,2.25,null,null,-73.981328,40.763623,-74.004407,40.7413,1,null,CSH,9.3,0,0.5,null,0,0,9.8,2012,3
VTS,2012-03-19T22:11:00.000+0000,2012-03-19T22:17:00.000+0000,1,2.05,null,null,-73.995402,40.73913,-74.007365,40.716097,1,null,CRD,6.9,0.5,0.5,null,1.1,0,9,2012,3
VTS,2012-03-15T14:12:00.000+0000,2012-03-15T14:25:00.000+0000,3,1.13,null,null,-73.972533,40.75713,-73.98407,40.743452,1,null,CRD,8.1,0,0.5,null,1.62,0,10.22,2012,3
VTS,2012-03-13T17:17:00.000+0000,2012-03-13T17:24:00.000+0000,2,0.91,null,null,-73.996018,40.733718,-73.99236,40.723895,1,null,CSH,5.7,1,0.5,null,0,0,7.2,2012,3
VTS,2012-03-13T07:56:00.000+0000,2012-03-13T08:28:00.000+0000,1,9.48,null,null,-73.863577,40.770822,-73.944653,40.70039,1,null,CRD,24.1,0,0.5,null,4.82,0,29.42,2012,3
VTS,2012-03-23T18:39:00.000+0000,2012-03-23T18:47:00.000+0000,1,1.33,null,null,-73.994373,40.755827,-74.007448,40.740948,1,null,CSH,6.5,1,0.5,null,0,0,8,2012,3
CMT,2012-03-04T02:02:37.000+0000,2012-03-04T02:12:39.000+0000,1,1.7,null,null,-73.988448,40.743508,-73.98503,40.725812,1,N,CSH,7.7,0.5,0.5,null,0,0,8.7,2012,3
VTS,2012-03-17T08:32:00.000+0000,2012-03-17T08:44:00.000+0000,1,2.4,null,null,-74.016788,40.709132,-73.995267,40.725432,1,null,CSH,9.3,0,0.5,null,0,0,9.8,2012,3
VTS,2012-03-16T00:59:00.000+0000,2012-03-16T01:20:00.000+0000,5,5.61,null,null,-74.002732,40.730752,-73.994047,40.664412,1,null,CRD,16.5,0.5,0.5,null,4.25,0,21.75,2012,3
VTS,2012-03-19T17:07:00.000+0000,2012-03-19T17:34:00.000+0000,1,4.4,null,null,-73.947212,40.711242,-73.95198,40.67174,1,null,CRD,16.5,1,0.5,null,2.75,0,20.75,2012,3
VTS,2012-03-14T12:49:00.000+0000,2012-03-14T12:51:00.000+0000,1,0.31,null,null,-73.983847,40.767742,-73.978602,40.765585,1,null,CSH,3.3,0,0.5,null,0,0,3.8,2012,3
VTS,2012-03-12T15:08:00.000+0000,2012-03-12T15:16:00.000+0000,1,1.4,null,null,-73.965247,40.806402,-73.965093,40.791005,1,null,CSH,6.5,0,0.5,null,0,0,7,2012,3
VTS,2012-03-08T13:23:00.000+0000,2012-03-08T13:36:00.000+0000,5,6.69,null,null,-73.986057,40.772347,-73.93934,40.848227,1,null,CSH,16.9,0,0.5,null,0,0,17.4,2012,3
VTS,2012-03-25T11:08:00.000+0000,2012-03-25T11:12:00.000+0000,1,1.04,null,null,-74.001505,40.726117,-73.999717,40.737702,1,null,CRD,4.9,0,0.5,null,1,0,6.4,2012,3
VTS,2012-03-09T08:31:00.000+0000,2012-03-09T08:46:00.000+0000,1,4.57,null,null,0,0,0,0,1,null,CRD,13.3,0,0.5,null,2,0,15.8,2012,3
VTS,2012-03-16T19:03:00.000+0000,2012-03-16T19:12:00.000+0000,1,4.84,null,null,-74.002493,40.708722,-73.96207,40.75947,1,null,CSH,12.5,1,0.5,null,0,0,14,2012,3
VTS,2012-03-10T00:25:00.000+0000,2012-03-10T00:39:00.000+0000,1,2.8,null,null,-73.966713,40.714835,-73.929805,40.702982,1,null,CRD,10.5,0.5,0.5,null,2.2,0,13.7,2012,3
VTS,2012-03-13T13:04:00.000+0000,2012-03-13T13:15:00.000+0000,3,1.3,null,null,-73.970465,40.756437,-73.955842,40.765917,1,null,CRD,7.3,0,0.5,null,1.46,0,9.26,2012,3
VTS,2012-03-14T07:21:00.000+0000,2012-03-14T07:39:00.000+0000,3,6.45,null,null,-73.959395,40.814497,-74.004743,40.74249,1,null,CRD,17.7,0,0.5,null,1.8,0,20,2012,3
VTS,2012-03-13T23:01:00.000+0000,2012-03-13T23:13:00.000+0000,2,2.85,null,null,-73.978742,40.75026,-73.988835,40.778183,1,null,CRD,9.7,0.5,0.5,null,2.04,0,12.74,2012,3
VTS,2012-03-09T21:07:00.000+0000,2012-03-09T21:11:00.000+0000,2,0.83,null,null,-73.953742,40.778757,-73.958567,40.768692,1,null,CRD,4.5,0.5,0.5,null,1,0,6.5,2012,3
VTS,2012-03-14T11:08:00.000+0000,2012-03-14T11:38:00.000+0000,1,10.75,null,null,-73.981565,40.762137,-73.87043,40.773677,1,null,CSH,28.9,0,0.5,null,0,0,29.4,2012,3
VTS,2012-03-10T13:00:00.000+0000,2012-03-10T13:16:00.000+0000,5,3.02,null,null,0,0,0,0,1,null,CSH,11.3,0,0.5,null,0,0,11.8,2012,3
VTS,2012-03-24T22:22:00.000+0000,2012-03-24T22:30:00.000+0000,1,0.94,null,null,-73.985852,40.730977,-73.991873,40.729833,1,null,CRD,5.7,0.5,0.5,null,1.24,0,7.94,2012,3
VTS,2012-03-08T13:05:00.000+0000,2012-03-08T13:16:00.000+0000,2,1.06,null,null,-73.99138,40.749957,-73.979103,40.756363,1,null,CSH,7.3,0,0.5,null,0,0,7.8,2012,3
VTS,2012-03-13T19:41:00.000+0000,2012-03-13T19:58:00.000+0000,2,9.3,null,null,-73.97802,40.754957,-73.865987,40.767257,1,null,CSH,22.1,1,0.5,null,0,4.8,28.4,2012,3
VTS,2012-03-08T21:41:00.000+0000,2012-03-08T21:46:00.000+0000,6,1.17,null,null,-73.969327,40.760512,-73.975165,40.747695,1,null,CSH,5.3,0.5,0.5,null,0,0,6.3,2012,3
VTS,2012-03-24T01:15:00.000+0000,2012-03-24T01:43:00.000+0000,5,2.82,null,null,-73.960495,40.765518,-73.922947,40.743467,1,null,CSH,14.9,0.5,0.5,null,0,0,15.9,2012,3
